"LacrimaBroadcas"    7e7d7ba000
"stagram.android"    14d7a000
"stagram.android"    1348b000
"HeapTaskDaemon"    9e9b1000
"stagram.android"    13490000
"stagram.android"    1349b000
"stagram.android"    134a8000
"HeapTaskDaemon"    9ef24000
"stagram.android"    134b3000
"HeapTaskDaemon"    9e9b2000
"stagram.android"    142fe000
"stagram.android"    14dd2000
"HeapTaskDaemon"    9f143000
"stagram.android"    134bf000
"stagram.android"    134c3000
"stagram.android"    134c4000
"stagram.android"    1430c000
"stagram.android"    134cb000
"stagram.android"    134cf000
"stagram.android"    14dcb000
"HeapTaskDaemon"    9e9b4000
"stagram.android"    134d4000
"stagram.android"    134da000
"HeapTaskDaemon"    9f145000
"stagram.android"    14d97000
"stagram.android"    134e6000
"stagram.android"    134ee000
"stagram.android"    134ef000
"HeapTaskDaemon"    9ef25000
"stagram.android"    134f4000
"HeapTaskDaemon"    9e9b5000
"stagram.android"    134f9000
"stagram.android"    134ff000
"HeapTaskDaemon"    9f146000
"stagram.android"    13503000
"stagram.android"    1350f000
"stagram.android"    13513000
"HeapTaskDaemon"    9e9b6000
"stagram.android"    1351a000
"stagram.android"    1351e000
"stagram.android"    13528000
"stagram.android"    14d90000
"HeapTaskDaemon"    9f147000
"stagram.android"    13531000
"HeapTaskDaemon"    9e9b7000
"stagram.android"    13535000
"stagram.android"    1353e000
"stagram.android"    1354a000
"stagram.android"    1355c000
"HeapTaskDaemon"    9ef26000
"stagram.android"    14f5e000
"stagram.android"    13567000
"stagram.android"    1356b000
"stagram.android"    13574000
"stagram.android"    13579000
"HeapTaskDaemon"    9ef27000
"stagram.android"    14f56000
"stagram.android"    1357c000
"stagram.android"    13581000
"HeapTaskDaemon"    9f149000
"stagram.android"    142ff000
"stagram.android"    13589000
"stagram.android"    1358b000
"HeapTaskDaemon"    9e9ba000
"stagram.android"    14d9f000
"stagram.android"    13593000
"stagram.android"    13596000
"HeapTaskDaemon"    9e9bb000
"stagram.android"    135a2000
"HeapTaskDaemon"    9f14a000
"stagram.android"    135b6000
"HeapTaskDaemon"    9ef28000
"stagram.android"    135b9000
"stagram.android"    135c3000
"stagram.android"    135ca000
"HeapTaskDaemon"    9e9bc000
"stagram.android"    135cb000
"stagram.android"    14dd9000
"stagram.android"    135d3000
"HeapTaskDaemon"    9f14b000
"stagram.android"    135e0000
"HeapTaskDaemon"    9ef29000
"stagram.android"    1430b000
"stagram.android"    135e7000
"HeapTaskDaemon"    9e9bd000
"stagram.android"    135f8000
"stagram.android"    14de1000
"HeapTaskDaemon"    9f14c000
"stagram.android"    135fa000
"stagram.android"    135fb000
"stagram.android"    135fc000
"stagram.android"    13602000
"stagram.android"    13606000
"HeapTaskDaemon"    9e9bf000
"stagram.android"    13610000
"stagram.android"    14f65000
"HeapTaskDaemon"    9e9c0000
"stagram.android"    13620000
"stagram.android"    1362b000
"HeapTaskDaemon"    9ef2a000
"stagram.android"    14300000
"stagram.android"    133d6000
"HeapTaskDaemon"    9f14d000
"stagram.android"    13633000
"HeapTaskDaemon"    9e9c1000
"stagram.android"    13647000
"HeapTaskDaemon"    9e9c2000
"stagram.android"    1364f000
"stagram.android"    13659000
"stagram.android"    14d72000
"stagram.android"    13664000
"HeapTaskDaemon"    9f14e000
"stagram.android"    13667000
"stagram.android"    1366c000
"HeapTaskDaemon"    9ef2b000
"stagram.android"    14dc3000
"HeapTaskDaemon"    9e9c3000
"stagram.android"    13681000
"stagram.android"    13688000
"stagram.android"    1368f000
"stagram.android"    13692000
"HeapTaskDaemon"    9f14f000
"stagram.android"    13696000
"stagram.android"    1369a000
"HeapTaskDaemon"    9e9c5000
"stagram.android"    136a1000
"stagram.android"    136a5000
"stagram.android"    133d3000
"HeapTaskDaemon"    9ef2c000
"stagram.android"    136b4000
"HeapTaskDaemon"    9e9c7000
"stagram.android"    14301000
"HeapTaskDaemon"    9e9c9000
"stagram.android"    136c5000
"stagram.android"    136c6000
"stagram.android"    136d6000
"stagram.android"    136e3000
"HeapTaskDaemon"    9e9cc000
"stagram.android"    14da6000
"HeapTaskDaemon"    9e9cd000
"stagram.android"    136e7000
"stagram.android"    1430a000
"HeapTaskDaemon"    9ef2d000
"stagram.android"    136ea000
"stagram.android"    136f1000
"stagram.android"    136f4000
"HeapTaskDaemon"    9f151000
"stagram.android"    136fc000
"stagram.android"    136ff000
"HeapTaskDaemon"    9e9ce000
"stagram.android"    13702000
"stagram.android"    14da7000
"HeapTaskDaemon"    9e9d0000
"stagram.android"    13705000
"stagram.android"    13712000
"HeapTaskDaemon"    9e9d1000
"stagram.android"    1371b000
"stagram.android"    13722000
"stagram.android"    14df0000
"HeapTaskDaemon"    9f152000
"stagram.android"    13726000
"stagram.android"    13733000
"HeapTaskDaemon"    9e9d2000
"stagram.android"    13742000
"stagram.android"    14de8000
"HeapTaskDaemon"    9ef2e000
"stagram.android"    13749000
"stagram.android"    1374f000
"stagram.android"    1375e000
"HeapTaskDaemon"    9e9d4000
"stagram.android"    1375f000
"stagram.android"    13760000
"HeapTaskDaemon"    9e9d5000
"stagram.android"    13763000
"HeapTaskDaemon"    9f153000
"stagram.android"    13769000
"stagram.android"    1376b000
"stagram.android"    14302000
"HeapTaskDaemon"    9ec3d000
"stagram.android"    1376e000
"HeapTaskDaemon"    9ec2f000
"stagram.android"    13773000
"stagram.android"    14dae000
"HeapTaskDaemon"    9ef2f000
"stagram.android"    13777000
"stagram.android"    1341e000
"stagram.android"    13426000
"HeapTaskDaemon"    9e9d6000
"stagram.android"    1378c000
"HeapTaskDaemon"    9f154000
"stagram.android"    13797000
"stagram.android"    1379e000
"stagram.android"    137a2000
"stagram.android"    137a8000
"stagram.android"    137b8000
"stagram.android"    137bf000
"stagram.android"    137c7000
"stagram.android"    137cb000
"stagram.android"    137d5000
"stagram.android"    137d9000
"stagram.android"    137dc000
"stagram.android"    137e1000
"stagram.android"    137e4000
"stagram.android"    137ea000
"stagram.android"    14309000
"stagram.android"    137f6000
"stagram.android"    137fa000
"stagram.android"    13806000
"stagram.android"    13811000
"stagram.android"    13817000
"stagram.android"    13822000
"stagram.android"    13824000
"stagram.android"    13825000
"stagram.android"    13826000
"stagram.android"    13831000
"stagram.android"    133fb000
"stagram.android"    133fc000
"stagram.android"    13835000
"stagram.android"    1383a000
"stagram.android"    1383e000
"stagram.android"    13846000
"stagram.android"    14303000
"stagram.android"    13858000
"stagram.android"    13864000
"stagram.android"    1386e000
"stagram.android"    1386f000
"stagram.android"    13877000
"stagram.android"    1387c000
"stagram.android"    14f4e000
"stagram.android"    13883000
"stagram.android"    1388b000
"stagram.android"    1388f000
"stagram.android"    13894000
"stagram.android"    138a0000
"stagram.android"    138a4000
"stagram.android"    138b1000
"stagram.android"    138b8000
"stagram.android"    14f47000
"stagram.android"    138be000
"stagram.android"    138c2000
"stagram.android"    138c6000
"stagram.android"    138ce000
"stagram.android"    138cf000
"stagram.android"    138d3000
"stagram.android"    138dd000
"stagram.android"    138df000
"stagram.android"    138ec000
"stagram.android"    138f7000
"stagram.android"    14304000
"stagram.android"    138fc000
"stagram.android"    13943000
"stagram.android"    13946000
"stagram.android"    13953000
"stagram.android"    13960000
"stagram.android"    13967000
"stagram.android"    13970000
"HeapTaskDaemon"    9e9d7000
"stagram.android"    14308000
"stagram.android"    13974000
"HeapTaskDaemon"    9ef30000
"stagram.android"    1397b000
"stagram.android"    1397f000
"stagram.android"    1398b000
"stagram.android"    13992000
"stagram.android"    1399a000
"stagram.android"    1399d000
"stagram.android"    14d63000
"stagram.android"    139a4000
"HeapTaskDaemon"    9f155000
"stagram.android"    139ab000
"stagram.android"    139ae000
"stagram.android"    139b1000
"HeapTaskDaemon"    9e9d9000
"stagram.android"    139bd000
"stagram.android"    139be000
"stagram.android"    139c2000
"HeapTaskDaemon"    9e9da000
"stagram.android"    139c3000
"stagram.android"    14d88000
"HeapTaskDaemon"    9ef31000
"stagram.android"    139cf000
"HeapTaskDaemon"    9f156000
"stagram.android"    139db000
"stagram.android"    139e5000
"stagram.android"    139ef000
"HeapTaskDaemon"    9e9db000
"stagram.android"    14305000
"stagram.android"    139f2000
"stagram.android"    139f5000
"stagram.android"    139f6000
"HeapTaskDaemon"    9f157000
"stagram.android"    139f7000
"stagram.android"    139fa000
"HeapTaskDaemon"    9ef32000
"stagram.android"    139fe000
"stagram.android"    14ebf000
"HeapTaskDaemon"    9e9dd000
"stagram.android"    13a0d000
"HeapTaskDaemon"    9e9de000
"stagram.android"    13a10000
"stagram.android"    13a12000
"stagram.android"    13a15000
"HeapTaskDaemon"    9ef33000
"stagram.android"    13a16000
"stagram.android"    14eb8000
"HeapTaskDaemon"    9f158000
"stagram.android"    140e8000
"stagram.android"    140ea000
"stagram.android"    13a23000
"HeapTaskDaemon"    9e9df000
"stagram.android"    13a2d000
"stagram.android"    13a30000
"stagram.android"    13a33000
"HeapTaskDaemon"    9f159000
"stagram.android"    13a37000
"stagram.android"    14f4f000
"HeapTaskDaemon"    9e9e0000
"stagram.android"    13a3e000
"stagram.android"    14307000
"HeapTaskDaemon"    9ef34000
"stagram.android"    13bc9000
"stagram.android"    13bcf000
"HeapTaskDaemon"    9f15a000
"stagram.android"    13bd7000
"HeapTaskDaemon"    9e9e2000
"stagram.android"    13bdb000
"stagram.android"    13be3000
"HeapTaskDaemon"    9ec5a000
"stagram.android"    14306000
"stagram.android"    13be7000
"stagram.android"    13bf1000
"HeapTaskDaemon"    9e9e3000
"stagram.android"    13bfe000
"stagram.android"    13d42000
"stagram.android"    13d48000
"HeapTaskDaemon"    9ef35000
"stagram.android"    13d4d000
"stagram.android"    13d56000
"HeapTaskDaemon"    9e9e5000
"stagram.android"    13402000
"stagram.android"    13d59000
"stagram.android"    14f46000
"HeapTaskDaemon"    9f15b000
"stagram.android"    13428000
"stagram.android"    13429000
"stagram.android"    13438000
"HeapTaskDaemon"    9e9e6000
"stagram.android"    13d5e000
"HeapTaskDaemon"    9ec53000
"stagram.android"    13d64000
"stagram.android"    1340c000
"HeapTaskDaemon"    9ef36000
"stagram.android"    133ee000
"stagram.android"    133de000
"stagram.android"    133e3000
"HeapTaskDaemon"    9e9e7000
"stagram.android"    13d6c000
"HeapTaskDaemon"    9ef37000
"stagram.android"    13d6f000
"stagram.android"    13d89000
"stagram.android"    13d7d000
"stagram.android"    13d8d000
"HeapTaskDaemon"    9e9ea000
"stagram.android"    13d8e000
"stagram.android"    13d91000
"HeapTaskDaemon"    9f15d000
"stagram.android"    13d93000
"stagram.android"    1509f000
"stagram.android"    1473b000
"stagram.android"    1416c000
"HeapTaskDaemon"    9ef38000
"stagram.android"    14253000
"stagram.android"    9ec88000
"stagram.android"    14250000
"HeapTaskDaemon"    9f15f000
"HeapTaskDaemon"    9f160000
"HeapTaskDaemon"    9ef39000
"HeapTaskDaemon"    9e9ef000
"HeapTaskDaemon"    9f161000
"HeapTaskDaemon"    9e9f0000
"HeapTaskDaemon"    9e9f1000
"HeapTaskDaemon"    9ef3a000
"HeapTaskDaemon"    9ef3b000
"stagram.android"    14f66000
"HeapTaskDaemon"    9e9f4000
"stagram.android"    9ed3d000
"stagram.android"    9f2ec000
"stagram.android"    9ed36000
"stagram.android"    9f2e6000
"stagram.android"    9f091000
"stagram.android"    9ea75000
"HeapTaskDaemon"    9e9f7000
"stagram.android"    9ed37000
"HeapTaskDaemon"    9ef3c000
"stagram.android"    9f2e7000
"stagram.android"    9f38a000
"stagram.android"    9f303000
"HeapTaskDaemon"    9e9f8000
"stagram.android"    7fbe25f000
"stagram.android"    155c1000
"stagram.android"    14ba4000
"stagram.android"    14ac8000
"HeapTaskDaemon"    9ef3d000
"stagram.android"    155c2000
"stagram.android"    15866000
"HeapTaskDaemon"    9ef3e000
"stagram.android"    155e8000
"stagram.android"    155eb000
"HeapTaskDaemon"    9ef3f000
"stagram.android"    15a8c000
"HeapTaskDaemon"    9f165000
"stagram.android"    14dda000
"stagram.android"    1593e000
"stagram.android"    13617000
"HeapTaskDaemon"    9ef40000
"stagram.android"    13638000
"stagram.android"    158c2000
"stagram.android"    158c6000
"HeapTaskDaemon"    9e9fb000
"stagram.android"    158e4000
"stagram.android"    13670000
"HeapTaskDaemon"    9ef41000
"stagram.android"    156ef000
"stagram.android"    156fb000
"stagram.android"    14c04000
"HeapTaskDaemon"    9e9fc000
"stagram.android"    15753000
"stagram.android"    15658000
"stagram.android"    1565b000
"HeapTaskDaemon"    9f166000
"stagram.android"    13737000
"stagram.android"    1595c000
"stagram.android"    15906000
"stagram.android"    15b16000
"HeapTaskDaemon"    9ef42000
"stagram.android"    14d73000
"stagram.android"    15794000
"HeapTaskDaemon"    9e9fe000
"stagram.android"    157a0000
"stagram.android"    15774000
"HeapTaskDaemon"    9ef43000
"stagram.android"    138bb000
"stagram.android"    1584f000
"stagram.android"    159f7000
"stagram.android"    15916000
"HeapTaskDaemon"    9ef44000
"stagram.android"    159dc000
"stagram.android"    159e8000
"HeapTaskDaemon"    9ec32000
"stagram.android"    15ac8000
"stagram.android"    15a92000
"stagram.android"    15a32000
"stagram.android"    158c8000
"HeapTaskDaemon"    9ef45000
"stagram.android"    13a05000
"stagram.android"    159bc000
"HeapTaskDaemon"    9ef46000
"stagram.android"    15a44000
"stagram.android"    15a53000
"stagram.android"    15acc000
"stagram.android"    15982000
"HeapTaskDaemon"    9ef47000
"stagram.android"    14ba2000
"stagram.android"    15985000
"HeapTaskDaemon"    9ef48000
"HeapTaskDaemon"    9edc2000
"HeapTaskDaemon"    9ef49000
"HeapTaskDaemon"    9ef4a000
"HeapTaskDaemon"    9f16c000
"HeapTaskDaemon"    9ef4b000
"HeapTaskDaemon"    9ea0a000
"HeapTaskDaemon"    9ef4c000
"stagram.android"    1507d000
"stagram.android"    1507e000
"HeapTaskDaemon"    9ef4d000
"stagram.android"    9ed5e000
"stagram.android"    9f0ac000
"stagram.android"    9ed56000
"stagram.android"    15085000
"stagram.android"    9f2fb000
"HeapTaskDaemon"    9f16e000
"stagram.android"    9f0a6000
"stagram.android"    9f302000
"stagram.android"    9f0a4000
"HeapTaskDaemon"    9ea0d000
"stagram.android"    15088000
"stagram.android"    15ca7000
"HeapTaskDaemon"    9ef4e000
"stagram.android"    1416e000
"stagram.android"    14210000
"stagram.android"    9ed57000
"HeapTaskDaemon"    9ef4f000
"stagram.android"    9f0a5000
"stagram.android"    9ea7d000
"stagram.android"    9f2fa000
"stagram.android"    9f19f000
"stagram.android"    9f39a000
"stagram.android"    9f381000
"stagram.android"    9ec9f000
"stagram.android"    9ebc2000
"stagram.android"    9f275000
"HeapTaskDaemon"    9ef50000
"stagram.android"    14b7c000
"stagram.android"    9f014000
"stagram.android"    9f27a000
"stagram.android"    9ec94000
"stagram.android"    9f273000
"HeapTaskDaemon"    9f170000
"stagram.android"    9f274000
"stagram.android"    9ec9e000
"stagram.android"    15c86000
"HeapTaskDaemon"    9ef51000
"stagram.android"    9eca5000
"stagram.android"    9f028000
"stagram.android"    14f82000
"HeapTaskDaemon"    9ea10000
"stagram.android"    14f84000
"stagram.android"    14f8b000
"stagram.android"    14fc2000
"stagram.android"    14aa4000
"HeapTaskDaemon"    9ea12000
"stagram.android"    9f022000
"stagram.android"    9f01c000
"stagram.android"    7fbc6c6000
"HeapTaskDaemon"    9ea13000
"stagram.android"    133c7000
"stagram.android"    133c6000
"stagram.android"    14f83000
"HeapTaskDaemon"    9ef52000
"stagram.android"    14f8a000
"stagram.android"    14fd0000
"stagram.android"    1322c000
"stagram.android"    9ed59000
"stagram.android"    7e7d32d000
"HeapTaskDaemon"    9ef53000
"stagram.android"    7fbe2df000
"stagram.android"    15553000
"stagram.android"    9eb84000
"stagram.android"    9f19d000
"HeapTaskDaemon"    9ea15000
"stagram.android"    14f6a000
"stagram.android"    14f6b000
"stagram.android"    9ecb3000
"HeapTaskDaemon"    9ef54000
"stagram.android"    7f289b7000
"stagram.android"    9eb9a000
"HeapTaskDaemon"    9f173000
"stagram.android"    9f18a000
"stagram.android"    14ba1000
"stagram.android"    14f86000
"stagram.android"    14ff6000
"HeapTaskDaemon"    9ea16000
"stagram.android"    14f88000
"stagram.android"    14fde000
"stagram.android"    9f2c3000
"stagram.android"    16a7d000
"HeapTaskDaemon"    9f174000
"stagram.android"    16af4000
"HeapTaskDaemon"    9ef55000
"stagram.android"    14f85000
"stagram.android"    14f8d000
"HeapTaskDaemon"    9ea17000
"stagram.android"    14f90000
"stagram.android"    14f91000
"HeapTaskDaemon"    9ea18000
"stagram.android"    14fca000
"stagram.android"    14f87000
"stagram.android"    14fe6000
"HeapTaskDaemon"    9f175000
"stagram.android"    14fb3000
"stagram.android"    14f8f000
"stagram.android"    14f94000
"stagram.android"    14f89000
"stagram.android"    14fd4000
"HeapTaskDaemon"    9ea19000
"stagram.android"    1416d000
"stagram.android"    1424d000
"HeapTaskDaemon"    9ef56000
"stagram.android"    14fcb000
"HeapTaskDaemon"    9f176000
"stagram.android"    1343e000
"stagram.android"    14f9c000
"HeapTaskDaemon"    9ecc7000
"stagram.android"    14fdf000
"stagram.android"    14fdb000
"stagram.android"    16b5f000
"HeapTaskDaemon"    9ef57000
"stagram.android"    16b43000
"stagram.android"    14fd9000
"HeapTaskDaemon"    9ea1a000
"stagram.android"    14fad000
"stagram.android"    14fe4000
"stagram.android"    9ed39000
"HeapTaskDaemon"    9f177000
"stagram.android"    14764000
"stagram.android"    9f2fc000
"HeapTaskDaemon"    9ea1b000
"stagram.android"    9ed2c000
"stagram.android"    9f2df000
"stagram.android"    14752000
"stagram.android"    14242000
"HeapTaskDaemon"    9f178000
"stagram.android"    133f7000
"stagram.android"    133f6000
"stagram.android"    14fc8000
"HeapTaskDaemon"    9ef58000
"stagram.android"    14ff7000
"stagram.android"    16aed000
"HeapTaskDaemon"    9ea1c000
"HeapTaskDaemon"    9f179000
"stagram.android"    14fe5000
"stagram.android"    14fce000
"stagram.android"    14f8c000
"stagram.android"    14fb7000
"stagram.android"    14fbf000
"stagram.android"    14fef000
"stagram.android"    141b5000
"stagram.android"    15ae4000
"stagram.android"    14fe3000
"stagram.android"    13416000
"stagram.android"    13415000
"stagram.android"    13414000
"stagram.android"    14fc3000
"HeapTaskDaemon"    9ef59000
"stagram.android"    13418000
"stagram.android"    14fea000
"HeapTaskDaemon"    9ea1e000
"stagram.android"    14fe2000
"HeapTaskDaemon"    9ea1f000
"stagram.android"    13419000
"stagram.android"    14fcd000
"HeapTaskDaemon"    9f17a000
"stagram.android"    14fd5000
"stagram.android"    14f8e000
"stagram.android"    14fa6000
"HeapTaskDaemon"    9ea21000
"stagram.android"    14245000
"stagram.android"    14246000
"stagram.android"    9f196000
"HeapTaskDaemon"    9ef5a000
"stagram.android"    9eaa9000
"stagram.android"    9f1ac000
"stagram.android"    9ed72000
"HeapTaskDaemon"    9f17b000
"stagram.android"    9f317000
"stagram.android"    9ed6f000
"stagram.android"    9f315000
"stagram.android"    9f0ba000
"HeapTaskDaemon"    9ea23000
"stagram.android"    14ba3000
"stagram.android"    14fd8000
"HeapTaskDaemon"    9ea25000
"stagram.android"    1344f000
"stagram.android"    1344d000
"stagram.android"    1344e000
"stagram.android"    1344c000
"HeapTaskDaemon"    9ea26000
"stagram.android"    1344b000
"stagram.android"    1344a000
"stagram.android"    14fa5000
"stagram.android"    14fcf000
"HeapTaskDaemon"    9ef5b000
"stagram.android"    14fdd000
"HeapTaskDaemon"    9f17c000
"stagram.android"    13452000
"stagram.android"    14fe0000
"HeapTaskDaemon"    9ea28000
"stagram.android"    1419e000
"stagram.android"    13455000
"HeapTaskDaemon"    9ea29000
"stagram.android"    14f97000
"HeapTaskDaemon"    9ea2a000
"stagram.android"    14fd3000
"stagram.android"    13457000
"HeapTaskDaemon"    9f17d000
"stagram.android"    14fec000
"stagram.android"    14fee000
"HeapTaskDaemon"    9ecdb000
"stagram.android"    14fbc000
"stagram.android"    1416f000
"stagram.android"    14172000
"HeapTaskDaemon"    9ea2b000
"stagram.android"    13463000
"stagram.android"    13464000
"HeapTaskDaemon"    9ea2d000
"stagram.android"    13462000
"stagram.android"    13461000
"stagram.android"    1345f000
"stagram.android"    1345e000
"HeapTaskDaemon"    9f17e000
"stagram.android"    1345d000
"stagram.android"    1345c000
"stagram.android"    1345b000
"HeapTaskDaemon"    9ef5c000
"stagram.android"    13460000
"stagram.android"    13466000
"HeapTaskDaemon"    9ea2e000
"stagram.android"    14fc6000
"stagram.android"    14ff3000
"HeapTaskDaemon"    9f17f000
"stagram.android"    1424b000
"stagram.android"    15b2c000
"HeapTaskDaemon"    9ea2f000
"stagram.android"    14fb5000
"HeapTaskDaemon"    9ece0000
"stagram.android"    1346a000
"HeapTaskDaemon"    9ef5d000
"stagram.android"    14fac000
"stagram.android"    14fa9000
"HeapTaskDaemon"    9f180000
"stagram.android"    14fe9000
"stagram.android"    14fa3000
"HeapTaskDaemon"    9ea30000
"stagram.android"    14191000
"HeapTaskDaemon"    9ea32000
"stagram.android"    1346f000
"HeapTaskDaemon"    9ea33000
"stagram.android"    14fa0000
"HeapTaskDaemon"    9ef5e000
"stagram.android"    14fda000
"stagram.android"    1419c000
"stagram.android"    13471000
"HeapTaskDaemon"    9f181000
"stagram.android"    14ff5000
"stagram.android"    14ff1000
"HeapTaskDaemon"    9ef5f000
"stagram.android"    13472000
"stagram.android"    14fd7000
"HeapTaskDaemon"    9ea34000
"stagram.android"    14fb4000
"stagram.android"    9ed52000
"stagram.android"    9f2f9000
"HeapTaskDaemon"    9ea37000
"stagram.android"    14187000
"stagram.android"    13476000
"HeapTaskDaemon"    9f182000
"stagram.android"    13475000
"HeapTaskDaemon"    9ef60000
"stagram.android"    13478000
"stagram.android"    15089000
"HeapTaskDaemon"    9ea38000
"stagram.android"    14fd1000
"stagram.android"    14fd2000
"HeapTaskDaemon"    9ef61000
"stagram.android"    14f9e000
"stagram.android"    1424c000
"HeapTaskDaemon"    9f183000
"stagram.android"    14fb1000
"stagram.android"    14faf000
"HeapTaskDaemon"    9ea3a000
"HeapTaskDaemon"    9ea3b000
"stagram.android"    14f9a000
"stagram.android"    1419b000
"stagram.android"    1347e000
"HeapTaskDaemon"    9f184000
"stagram.android"    9ee5a000
"stagram.android"    15c8c000
"stagram.android"    14f98000
"stagram.android"    1347f000
"stagram.android"    14f93000
"stagram.android"    9ed5b000
"stagram.android"    9f2ff000
"stagram.android"    9f0a9000
"stagram.android"    9f0a1000
"stagram.android"    9e9f8000
"stagram.android"    1422d000
"stagram.android"    14fbe000
"stagram.android"    13483000
"stagram.android"    13484000
"stagram.android"    14202000
"stagram.android"    14ff2000
"stagram.android"    14fc1000
"stagram.android"    13488000
"stagram.android"    14f9b000
"stagram.android"    14211000
"stagram.android"    14f95000
"stagram.android"    14fc4000
"stagram.android"    1348c000
"stagram.android"    1417a000
"stagram.android"    14fa2000
"stagram.android"    1348f000
"stagram.android"    14fb0000
"stagram.android"    13491000
"stagram.android"    14fb6000
"stagram.android"    14fc5000
"stagram.android"    14209000
"stagram.android"    14feb000
"stagram.android"    13495000
"stagram.android"    141a1000
"stagram.android"    13498000
"HeapTaskDaemon"    9ef62000
"stagram.android"    14fb9000
"HeapTaskDaemon"    9ea3c000
"stagram.android"    14186000
"HeapTaskDaemon"    9ea3e000
"HeapTaskDaemon"    9ef63000
"stagram.android"    134a7000
"stagram.android"    134a6000
"stagram.android"    134a5000
"HeapTaskDaemon"    9f185000
"stagram.android"    134a3000
"stagram.android"    134a2000
"stagram.android"    134a1000
"stagram.android"    1349f000
"stagram.android"    1349e000
"stagram.android"    1349d000
"HeapTaskDaemon"    9ea3f000
"stagram.android"    134a4000
"stagram.android"    14fab000
"HeapTaskDaemon"    9ef64000
"stagram.android"    134a0000
"stagram.android"    1349c000
"stagram.android"    134a9000
"HeapTaskDaemon"    9ea40000
"stagram.android"    14f9f000
"HeapTaskDaemon"    9ef65000
"stagram.android"    134b2000
"HeapTaskDaemon"    9f186000
"stagram.android"    134b1000
"stagram.android"    134b0000
"stagram.android"    134af000
"stagram.android"    134ac000
"stagram.android"    134ae000
"HeapTaskDaemon"    9ea42000
"stagram.android"    134ad000
"HeapTaskDaemon"    9ef66000
"stagram.android"    14faa000
"stagram.android"    134b4000
"stagram.android"    14fa7000
"HeapTaskDaemon"    9ea43000
"stagram.android"    14f99000
"stagram.android"    1421f000
"HeapTaskDaemon"    9f187000
"stagram.android"    134b8000
"HeapTaskDaemon"    9ea45000
"stagram.android"    141b6000
"HeapTaskDaemon"    9ea46000
"stagram.android"    134bc000
"HeapTaskDaemon"    9ef67000
"HeapTaskDaemon"    9ea48000
"stagram.android"    1418d000
"HeapTaskDaemon"    9ea4a000
"HeapTaskDaemon"    9ea4b000
"stagram.android"    14fdc000
"stagram.android"    134c0000
"HeapTaskDaemon"    9f188000
"stagram.android"    141b1000
"HeapTaskDaemon"    9ea4c000
"HeapTaskDaemon"    9ef69000
"stagram.android"    134c5000
"HeapTaskDaemon"    9ef6a000
"stagram.android"    14fa4000
"stagram.android"    14207000
"HeapTaskDaemon"    9ea4d000
"stagram.android"    14208000
"stagram.android"    134c8000
"HeapTaskDaemon"    9ea4f000
"stagram.android"    14fb8000
"HeapTaskDaemon"    9ea51000
"stagram.android"    141a6000
"HeapTaskDaemon"    9ea52000
"stagram.android"    1508a000
"HeapTaskDaemon"    9ef6b000
"stagram.android"    134ce000
"stagram.android"    134cd000
"stagram.android"    134cc000
"HeapTaskDaemon"    9ea53000
"stagram.android"    134d0000
"HeapTaskDaemon"    9f189000
"stagram.android"    134d1000
"stagram.android"    14fa1000
"HeapTaskDaemon"    9ef6c000
"stagram.android"    14fba000
"stagram.android"    1422a000
"HeapTaskDaemon"    9f18a000
"stagram.android"    14fbd000
"stagram.android"    14fae000
"HeapTaskDaemon"    9ea54000
"stagram.android"    14ff4000
"stagram.android"    14ff0000
"HeapTaskDaemon"    9ea55000
"stagram.android"    14fd6000
"HeapTaskDaemon"    9ef6d000
"stagram.android"    1421c000
"HeapTaskDaemon"    9ea56000
"stagram.android"    1421d000
"stagram.android"    14f96000
"HeapTaskDaemon"    9f18b000
"stagram.android"    134d8000
"stagram.android"    134d9000
"HeapTaskDaemon"    9ef6e000
"stagram.android"    14fa8000
"HeapTaskDaemon"    9ea57000
"stagram.android"    134db000
"stagram.android"    14244000
"HeapTaskDaemon"    9ef6f000
"HeapTaskDaemon"    9f18c000
"stagram.android"    134df000
"HeapTaskDaemon"    9ea59000
"stagram.android"    14232000
"HeapTaskDaemon"    9ea5a000
"stagram.android"    134e3000
"HeapTaskDaemon"    9ef70000
"stagram.android"    14fed000
"HeapTaskDaemon"    9ea5b000
"stagram.android"    134ed000
"stagram.android"    134eb000
"HeapTaskDaemon"    9f18d000
"stagram.android"    134ec000
"stagram.android"    134ea000
"stagram.android"    134e9000
"stagram.android"    134e8000
"HeapTaskDaemon"    9ea5c000
"stagram.android"    14fcc000
"HeapTaskDaemon"    9ef71000
"stagram.android"    134e7000
"stagram.android"    134f0000
"HeapTaskDaemon"    9ea5d000
"stagram.android"    14fe1000
"stagram.android"    141b9000
"HeapTaskDaemon"    9f18e000
"stagram.android"    134f3000
"HeapTaskDaemon"    9ec44000
"stagram.android"    14f9d000
"stagram.android"    134f5000
"HeapTaskDaemon"    9ea5e000
"HeapTaskDaemon"    9ef72000
"stagram.android"    1422e000
"HeapTaskDaemon"    9f18f000
"stagram.android"    134f8000
"stagram.android"    134fa000
"HeapTaskDaemon"    9ea61000
"stagram.android"    14fc0000
"HeapTaskDaemon"    9ef73000
"stagram.android"    14218000
"stagram.android"    14fc7000
"HeapTaskDaemon"    9ea62000
"stagram.android"    134fd000
"stagram.android"    134fe000
"stagram.android"    13500000
"HeapTaskDaemon"    9ef74000
"stagram.android"    14fbb000
"HeapTaskDaemon"    9f190000
