[ 7244.187944] after: swapin tgid 15923 pid 15929 name "Jit thread pool" vma 9d760000
[ 7247.601590] foreground_evict = 0
[ 7247.601594] background_evict = 0
[ 7247.601595] foreground_refault = 0
[ 7247.601596] background_refault = 0
[ 7247.601597] foreground_fault = 0
[ 7247.601599] background_fault = 0
[ 7247.657276] after: swapin tgid 15923 pid 15929 name "Jit thread pool" vma 7f2e945000
[ 7253.335125] swapout tgid 15923 pid 15923 name "stagram.android" vma 7e5ca6a000
[ 7253.390906] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 6f628000
[ 7253.391680] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7ea3f35000
[ 7253.391828] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 6f67a000
[ 7253.440579] after: swapin tgid 15923 pid 16106 name "hwuiTask0" vma 7e6d4e5000
[ 7253.440626] after: swapin tgid 15923 pid 16106 name "hwuiTask0" vma 7e6d373000
[ 7253.440654] after: swapin tgid 15923 pid 16106 name "hwuiTask0" vma 7e6d372000
[ 7253.440690] after: swapin tgid 15923 pid 16106 name "hwuiTask0" vma 7e9acba000
[ 7253.440830] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e5cc8a000
[ 7253.452151] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e6ae82000
[ 7253.460185] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7f289ff000
[ 7253.460265] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7fbe29a000
[ 7253.461702] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7ea3f6a000
[ 7253.461742] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7e60b48000
[ 7253.461766] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7e6d659000
[ 7253.465100] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e52eab000
[ 7253.465145] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e52d64000
[ 7253.465185] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e5cad7000
[ 7253.465201] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e6fd77000
[ 7253.465214] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e5cd6b000
[ 7253.465697] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e6fe27000
[ 7253.471877] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7e5d27a000
[ 7253.471962] after: swapin tgid 15923 pid 15923 name "stagram.android" vma 7e5d280000
[ 7253.473851] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e613aa000
[ 7253.473896] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e60c27000
[ 7253.473933] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e6ae6c000
[ 7253.474010] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e613ab000
[ 7253.474065] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e613ac000
[ 7253.474091] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e6b081000
[ 7253.474145] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7f2d724000
[ 7253.474760] after: swapin tgid 15923 pid 16075 name "RenderThread" vma 7e5d591000
